CASE_CODE,TITLE,REGULATION_ID,NOTIFICATION_DATE,SIMPL_PROC,LAST_DECISION_DATE,DEADLINE_DATE,NACE_CODE
M.2469,VODAFONE / AIRTEL,Council Regulation 4064/89,18-05-01,N,26-06-01,26-06-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2471,ACCENTURE / LAGARDERE /JV,Council Regulation 4064/89,25-06-01,N,26-07-01,26-07-01,"J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities"
M.2473,FINNFOREST / MOELVEN INDUSTRIER,Council Regulation 4064/89,15-06-01,N,18-07-01,18-07-01,"A.02 - Forestry and logging, A.02 - Forestry and logging, C.16.10 - Sawmilling and planing of wood, C.16.10 - Sawmilling and planing of wood, C.16.21 - Manufacture of veneer sheets and wood-based panels, C.16.21 - Manufacture of veneer sheets and wood-based panels"
M.2474,RZB / CENTROBANK,Council Regulation 4064/89,17-07-01,Y,21-08-01,21-08-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding"
M.2476,BLUE CIRCLE / MICHELIN / JV,Council Regulation 4064/89,05-06-01,Y,05-07-01,06-07-01,"C.22 - Manufacture of rubber and plastic products, C.22 - Manufacture of rubber and plastic products"
M.2477,ATLE / PRICERUNNER JV,Council Regulation 4064/89,25-09-01,Y,23-10-01,26-10-01,
M.2478,IBM ITALIA / BUSINESS SOLUTIONS / JV,Council Regulation 4064/89,23-05-01,N,29-06-01,29-06-01,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities"
M.2479,FLEXTRONICS / ALCATEL,Council Regulation 4064/89,23-05-01,N,29-06-01,29-06-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2480,THOMSON / CARLTON / JV,Council Regulation 4064/89,25-06-01,Y,26-07-01,26-07-01,"M.73.1 - Advertising, M.73.1 - Advertising"
M.2481,BALLI / KLOCKNER (see ECSC.1359),Council Regulation 4064/89,28-08-01,N,27-09-01,01-10-01,"G.46 - Wholesale trade, except of motor vehicles and motorcycles, G.46 - Wholesale trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles, G.47 - Retail trade, except of motor vehicles and motorcycles"
M.2483,GROUP CANAL + / RTL / GJCD / JV,Council Regulation 4064/89,27-09-01,N,13-11-01,13-11-01,"J.60.2 - Television programming and broadcasting activities, J.60.2 - Television programming and broadcasting activities"
M.2485,VERBUND / ESTAG,Council Regulation 4064/89,13-11-01,N,14-12-01,14-12-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2486,ITOCHU / MARUBENI / JV,Council Regulation 4064/89,14-08-01,Y,14-09-01,17-09-01,"G.46.72 - Wholesale of metals and metal ores, G.46.72 - Wholesale of metals and metal ores"
M.2487,BERTELSMANN / ARNOLDO MONDADORI / JV,Council Regulation 4064/89,24-07-01,N,23-08-01,28-08-01,"C.18 - Printing and reproduction of recorded media, C.18 - Printing and reproduction of recorded media"
M.2488,ALCATEL / ALCATEL SPACE,Council Regulation 4064/89,07-06-01,N,06-07-01,09-07-01,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.2489,BORG WARNER / HITACHI,Council Regulation 4064/89,15-06-01,Y,17-07-01,18-07-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.249,NORTHERN TELECOM / MATRA COMMUNICATION,Council Regulation 4064/89,10-07-92,N,10-08-92,14-08-92,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2490,KNORR-BREMSE SFS / WEBASTO THERMOSYSTEME / JV,Council Regulation 4064/89,21-05-01,Y,26-06-01,27-06-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2491,SAMPO / STOREBRAND,Council Regulation 4064/89,26-06-01,N,27-07-01,27-07-01,"K.64 - Financial service activities, except insurance and pension funding, K.64 - Financial service activities, except insurance and pension funding, K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2493,NORSKE SKOG / ABITIBI / PAPCO,Council Regulation 4064/89,29-05-01,N,03-07-01,03-07-01,"C.17.12 - Manufacture of paper and paperboard, C.17.12 - Manufacture of paper and paperboard"
M.2494,DEBITEL / DEBITEL NEDERLAND,Council Regulation 4064/89,30-05-01,Y,29-06-01,03-07-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2495,HANIEL / FELS,Council Regulation 4064/89,04-09-01,N,21-02-02,04-03-02,"C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c., C.23.99 - Manufacture of other non-metallic mineral products n.e.c."
M.2497,FRANTSCHACH / BÖHLER-UDDEHOLM / JV,Council Regulation 4064/89,20-07-01,Y,02-08-01,24-08-01,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities"
M.2498,UPM-KYMMENE / HAINDL,Council Regulation 4064/89,20-06-01,N,21-11-01,29-11-01,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.2499,NORSKE SKOG / PARENCO / WALSUM,Council Regulation 4064/89,20-06-01,N,21-11-01,29-11-01,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.25,ARJOMARI / WIGGINS TEAPE,Council Regulation 4064/89,08-11-90,N,10-12-90,10-12-90,"C.17.1 - Manufacture of pulp, paper and paperboard, C.17.1 - Manufacture of pulp, paper and paperboard"
M.2501,EUREKO / INTERAMERICAN,Council Regulation 4064/89,13-06-01,Y,16-07-01,16-07-01,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2502,CARGILL / CERESTAR,Council Regulation 4064/89,27-11-01,N,18-01-02,21-01-02,"C.10.62 - Manufacture of starches and starch products, C.10.62 - Manufacture of starches and starch products"
M.2503,HBG / BALLAST NEDAM / BAGGEREN JV,Council Regulation 4064/89,02-07-01,N,03-08-01,03-08-01,"F.41 - Construction of buildings, F.41 - Construction of buildings, F.42.91 - Construction of water projects, F.42.91 - Construction of water projects, H.50 - Water transport, H.50 - Water transport"
M.2504,CADBURY SCHWEPPES / PERNOD RICARD,Council Regulation 4064/89,26-09-01,N,29-10-01,29-10-01,"C.11.1 - Manufacture of beverages, C.11.1 - Manufacture of beverages"
M.2505,TYCO / CR BARD,Council Regulation 4064/89,03-09-01,N,04-10-01,04-10-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2506,AUTOSTRADE / SABA,Council Regulation 4064/89,13-07-01,Y,10-08-01,17-08-01,"H.49 - Land transport and transport via pipelines, H.49 - Land transport and transport via pipelines"
M.2507,XCHANGE / BAE SYSTEMS / PROCUR,Council Regulation 4064/89,13-09-01,Y,15-10-01,15-10-01,"N.78.10 - Activities of employment placement agencies, N.78.10 - Activities of employment placement agencies"
M.2508,FORTUM / OM / JV,Council Regulation 4064/89,13-07-01,Y,10-08-01,17-08-01,"J.62.09 - Other information technology and computer service activities, J.62.09 - Other information technology and computer service activities"
M.2509,DOW / REICHHOLD / JV,Council Regulation 4064/89,27-07-01,Y,28-08-01,31-08-01,"C.20.59 - Manufacture of other chemical products n.e.c., C.20.59 - Manufacture of other chemical products n.e.c."
M.251,ALLIANZ / DKV,Council Regulation 4064/89,07-08-92,N,10-09-92,10-09-92,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2510,CENDANT / GALILEO,Council Regulation 4064/89,09-08-01,N,24-09-01,24-09-01,"H.52 - Warehousing and support activities for transportation, H.52 - Warehousing and support activities for transportation, J.61 - Telecommunications, J.61 - Telecommunications"
M.2512,4* EQT NORTHERN EUROPE / ELECTROLUX,Council Regulation 4064/89,21-06-01,N,20-07-01,23-07-01,"C.27.5 - Manufacture of domestic appliances, C.27.5 - Manufacture of domestic appliances"
M.2513,RWE / KÄRNTNER ENERGIE HOLDING,Council Regulation 4064/89,02-07-01,N,02-08-01,03-08-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution, J.61 - Telecommunications, J.61 - Telecommunications"
M.2514,MAZDA MOTOR CORPORATION / MCL,Council Regulation 4064/89,28-06-01,N,27-07-01,30-07-01,"G.45.1 - Sale of motor vehicles, G.45.1 - Sale of motor vehicles"
M.2516,RPBE / BRITAX,Council Regulation 4064/89,09-07-01,Y,06-08-01,10-08-01,"C.30.3 - Manufacture of air and spacecraft and related machinery, C.30.3 - Manufacture of air and spacecraft and related machinery"
M.2517,BRISTOL MYERS SQUIBB / DU PONT,Council Regulation 4064/89,09-07-01,N,09-08-01,10-08-01,"C.21.20 - Manufacture of pharmaceutical preparations, C.21.20 - Manufacture of pharmaceutical preparations"
M.2518,GFE / SHELL HYDROGEN / HQC,Council Regulation 4064/89,02-07-01,Y,02-08-01,03-08-01,"C.25.99 - Manufacture of other fabricated metal products n.e.c., C.25.99 - Manufacture of other fabricated metal products n.e.c."
M.2522,SCA HYGIENE PRODUCTS / CARTOINVEST,Council Regulation 4064/89,20-02-02,N,21-03-02,21-03-02,"C.17.2 - Manufacture of articles of paper and paperboard , C.17.2 - Manufacture of articles of paper and paperboard"
M.2523,SIEMENS / AEM / E-UTILE,Council Regulation 4064/89,19-10-01,Y,23-11-01,26-11-01,"J.62.0 - Computer programming, consultancy and related activities, J.62.0 - Computer programming, consultancy and related activities"
M.2524,HYDRO / SQM / ROTEM / JV,Council Regulation 4064/89,31-10-01,N,05-12-01,05-12-01,"C.20.15 - Manufacture of fertilisers and nitrogen compounds, C.20.15 - Manufacture of fertilisers and nitrogen compounds"
M.2526,GE INSURANCE HOLDING / NATIONAL MUTUAL LIFE,Council Regulation 4064/89,24-08-01,Y,27-09-01,27-09-01,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2527,TELENOR EAST / ECO TELECOM / VIMPEL-COMMUNICATIONS,Council Regulation 4064/89,24-08-01,Y,21-09-01,27-09-01,"J.61 - Telecommunications, J.61 - Telecommunications"
M.2528,MAERSK IT / LM ERICSSON / WAC,Council Regulation 4064/89,12-09-01,Y,15-10-01,15-10-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2529,JCD / RCS / PUBLITRANSPORT / IPG,Council Regulation 4064/89,16-08-01,N,14-09-01,17-09-01,"M.73.1 - Advertising, M.73.1 - Advertising"
M.253,BTR / PIRELLI,Council Regulation 4064/89,15-07-92,N,17-08-92,18-08-92,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2530,SÜDZUCKER / SAINT LOUIS,Council Regulation 4064/89,20-07-01,N,20-12-01,,"C.10.81 - Manufacture of sugar, C.10.81 - Manufacture of sugar, C.10.81 - Manufacture of sugar, C.10.81 - Manufacture of sugar"
M.2531,SARA LEE / EARTHGRAINS,Council Regulation 4064/89,05-07-01,Y,06-08-01,06-08-01,"G.46.66 - Wholesale of other office machinery and equipment, G.46.66 - Wholesale of other office machinery and equipment, G.47.24 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores, G.47.24 - Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
M.2532,FIAT / ITALENERGIA / MONTEDISON,Council Regulation 4064/89,26-07-01,N,28-08-01,28-08-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2533,BP / E.ON,Council Regulation 4064/89,27-07-01,N,20-12-01,,"C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.19 - Manufacture of coke and refined petroleum products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products, C.20 - Manufacture of chemicals and chemical products"
M.2534,SCI SYSTEMS / NOKIA NETWORKS,Council Regulation 4064/89,05-07-01,Y,06-08-01,06-08-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2535,SOGEFI / FILTRAUTO,Council Regulation 4064/89,27-09-01,N,29-10-01,29-10-01,"C.29.32 - Manufacture of other parts and accessories for motor vehicles, C.29.32 - Manufacture of other parts and accessories for motor vehicles"
M.2536,FABRICOM / SULZER,Council Regulation 4064/89,06-07-01,N,09-08-01,09-08-01,"C.27.12 - Manufacture of electricity distribution and control apparatus, C.27.12 - Manufacture of electricity distribution and control apparatus"
M.2537,PHILIPS / MARCONI MEDICAL SYSTEMS,Council Regulation 4064/89,14-09-01,N,17-10-01,17-10-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2538,3 i / WM-DATA / ATEA,Council Regulation 4064/89,01-08-01,Y,30-08-01,04-09-01,"G.47.78 - Other retail sale of new goods in specialised stores, G.47.78 - Other retail sale of new goods in specialised stores"
M.2539,EQT NORTHERN EUROPE / DUNI,Council Regulation 4064/89,27-07-01,Y,27-08-01,31-08-01,"C.17.29 - Manufacture of other articles of paper and paperboard, C.17.29 - Manufacture of other articles of paper and paperboard"
M.254,FORTIS / LA CAIXA,Council Regulation 4064/89,05-10-92,N,05-11-92,09-11-92,"K.65 - Insurance, reinsurance and pension funding, except compulsory social security, K.65 - Insurance, reinsurance and pension funding, except compulsory social security"
M.2540,FIDIS / SEI / JV,Council Regulation 4064/89,02-08-01,N,04-09-01,04-09-01,"N.77.11 - Renting and leasing of cars and light motor vehicles, N.77.11 - Renting and leasing of cars and light motor vehicles"
M.2541,RWA / VERBUND / JV,Council Regulation 4064/89,17-08-01,Y,17-09-01,20-09-01,"D.35.1 - Electric power generation, transmission and distribution, D.35.1 - Electric power generation, transmission and distribution"
M.2542,SCHMALBACH-LUBECA / REXAM,Council Regulation 4064/89,30-08-01,N,28-09-01,01-10-01,"C.25.92 - Manufacture of light metal packaging , C.25.92 - Manufacture of light metal packaging"
M.2544,MASTERFOODS / ROYAL CANIN,Council Regulation 4064/89,03-01-02,N,15-02-02,,"C.10.92 - Manufacture of prepared pet foods, C.10.92 - Manufacture of prepared pet foods, C.10.92 - Manufacture of prepared pet foods"
M.2545,DEGUSSA / AUSIMONT,Council Regulation 4064/89,05-09-01,Y,08-10-01,08-10-01,"C.20.14 - Manufacture of other organic basic chemicals, C.20.14 - Manufacture of other organic basic chemicals"
M.2546,EADS / NORTEL,Council Regulation 4064/89,30-08-01,Y,01-10-01,01-10-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
M.2547,BAYER / AVENTIS CROP SCIENCE,Council Regulation 4064/89,29-10-01,N,17-04-02,,"C.20.20 - Manufacture of pesticides and other agrochemical products, C.20.20 - Manufacture of pesticides and other agrochemical products, C.20.20 - Manufacture of pesticides and other agrochemical products, C.20.20 - Manufacture of pesticides and other agrochemical products"
M.2548,CINVEN / CASTROL,Council Regulation 4064/89,23-07-01,Y,23-08-01,27-08-01,"C.28.9 - Manufacture of other special-purpose machinery, C.28.9 - Manufacture of other special-purpose machinery"
M.2549,SANMINA / SCI SYSTEMS,Council Regulation 4064/89,17-08-01,Y,20-09-01,20-09-01,"C.33.20 - Installation of industrial machinery and equipment, C.33.20 - Installation of industrial machinery and equipment"
